"MasterRecordID","RecordID","DirectoryNumber","PubDate","DisplayName","BusinessName","CorporateName","StreetNum","PreDir","StreetName","StreetSuffix","PostDir","UnitDesig","SecNumber","CityName","StateCode","ZIP","ZIP4","Phone","PhoneCode","MailSuppression","NoSolicitation","PhoneSuppression","MSA","WebAddress","AdultContentFlag","SecondaryPhoneNumber","SecondaryPhoneNumberCode","EmailAddress","AdType","AdSize","CreditCardsAccepted","FreeCode","HoursofOperation","Language","DiscountCode","DeliveryCode","YearStarted","YearsInBus","Directions","Slogans","Products","ProductsSynonyms","Brands","BrandsSynonyms","Trademark","Services","ServicesSynonyms","Models","ModelsSynonyms","Specialties","SpecialtiesSynonyms","ProgramsOffered","ProgramsOfferedSynonyms","ProductFeatures","ProductFeaturesSynonyms","ServiceFeatures","ServiceFeaturesSynonyms","LocationFeatures","LocationFeaturesSynonyms","GroupsServed","GroupsServedSynonyms","IndustryType","IndustryTypeSynonyms","SpecialConsiderations","SpecialConsiderationsSynonyms","SpecialHours","SpecialHoursSynonyms","OrderingMethods","OrderingMethodsSynonyms","ProfessionalsOnStaff","ProfessionalsOnStaffSynonyms","PaymentMode","PaymentModeSynonyms","Associations","AssociationsSynonyms","Certifications","CertificationsSynonyms","GeneralContent","GeneralContentSynonyms","BusinessLink","PrimaryBusinessClassificationFlag","SYPH1","SYPH2","SYPH3","SYPH4","SYPH5","SYPH6","SIC1","SIC2","SIC3","SIC4","SIC5","SIC6","NAICS1","NAICS2","NAICS3","NAICS4","NAICS5","NAICS6","BDC1","BDC2","BDC3","BDC4","BDC5","BDC6","Fax","AgeOfRecord","AddressPrivacyFlag","ServiceArea","ChainID","CBSA","ActualSalesAmount","MailingAddress","MailingCity","MailingState","MailingZipCode","LandmarkAddress","LandmarkCity","LandmarkState","LandmarkZipCode","FranchiseChain","TollFree","Financing","GoogleCheckout","Invoice","LongLocalWebaddress","MenuLink","CouponLink","TwitterLink","LinkedInLink","FacebookLink","AlternateSocialLink","YouTubeVideoLink","LogoLink","Pinterest","Keywords","BusinessMobileNumber","CallTrackingNumber","ParkingOptions","ValidationOptions","ProfessionalAssociations","ATM","AlternativeBusinessName","AnchorHostBusiness","UnofficialLandmark","PriceRange","Reservations","BanquetMeetingRooms","RestaurantBarTypes","DressCode","ShuttleService","FreeInternet","InternetAccess","FoodCourt","ParkPermitRequired","EquipmentRentals","LodgingCampgrounds","LiveEntertainment","SmokingPreference","ZagatRating","GiftShop","PresenceofECommerce","GreenCompanyIndicator","SeasonalHours","CreditRating","Fortune_500_Flag","BusinessHours","Contact_First_Name","Contact_Last_Name","Contact_Title","Contact_Gender","VerificationFlag","DPBC","CRRT","EmployeeSizeRange","Ethnicity","Number_of_PCs","SalesVolume","SquareFootage"
"N0000M3SHW","E0000M3SHW","702344","201505","","MICHAEL'S AUTO BODY","","2","","SCHOOL","ST","","","","BEVERLY","MA","01915","4825","9789274964","PI","","","Y","","MichaelsofBeverly.com|MICHAELSAUTOBODY.COM","","","","MICHAELAUTOBODY@AOL.COM","3","","","E","","","","D","1984","031","","","","","","","","FAMILY OWNED & OPERATED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ALL WORK GUARANTEED 100%|FAMILY OWNED & OPERATED|LISTED ON INSURANCE REFERRAL|PAT TODISCO STEVE TODISCO","","2510015663313","S","026580","025360","","","","","75320401","75329901","","","","","8111210401","8111210701","","","","","21020100","","","","","","","20130623","","","","14460","251000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B","N","","PAT","TODISCO","MANAGER","U","Y","023","C001","A","","A","A","B"
"N0000M42G0","E0000M42G0","533069","201509","","OEM HEALTH INFORMATION INC","","8","","WEST","ST","","","","BEVERLY","MA","01915","2226","9789217300","P","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510015663676","I","185970","","","","","","27310000","","","","","","5111300000","","","","","","11200500","","","","","","","20130716","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","084","C034","","","","",""
"N0000M4ENA","E0000M4ENA","033397","201509","","CENTRAL COOLING & HEATING","","9","","MAPLE","AVE","","","","WOBURN","MA","01801","2625","7819338288","P","","","","","centralcooling.com|CENTRALCOOLING.COM|CENTRALR.COM","","6179283366781861100778193381469784752180","PPPP","","","","ADJMV","","","","","","1963","052","","YOUR COMFORT IS OUR PRIORITY","HEAT PUMPS|HEATERS|VENTILATION SYSTEMS|AIR CONDITIONERS","AC|AIR CONDITIONING UNITS|AIR UNITS","CARRIER","ICP|INTERNATIONAL COMFORT PRODUCTS","","HIGH EFFICIENCY AIR CONDITIONERS|DUCTLESS SPLIT SYSTEMS|FACTORY AUTHORIZED DEALER|24 HOUR EMERGENCY SERVICE","","","","HEATING & COOLING|NEW APPLIANCES","WINDOW AIR CONDITIONING UNITS","MAINTENANCE PROGRAMS","","","","","","","","","","","","","","24-HOUR SERVICE|EMERGENCY SERVICES","DAY & NIGHT","","","CONTRACTORS","","","","","","FACTORY AUTHORIZED DEALER","","FACTORY AUTHORIZED DEALER|800-CENTRAL|CENTRAL COOLING & HEATING INC.|114480ATTR:AIR CONDITIONING REPAIR|268587ATTR:COMMERCIAL|AIR CONDITIONING|HEATING & AIR CONDITIONING CONTRACTORS|HEATING CONTRACTORS|HUMIDIFIERS|RESIDENTIAL","","2510052177899","S","114480","268587","012860","114170","700477","","17110800","17111200","57220107","17111100","17111600","","2382200700","2382201400","4431110107","2382201100","2389100800","","19111100","13019602","25480000","13011200","","","","20130623","","SERVING THE ANDOVER","","14460","","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","HOP;M-F;07:00-18:00","STEVE","ZABIEREK","MANAGER","M","V","096","C014","D","","","E",""
"N0000M4Q6O","E0000M4Q6O","703548","201509","","NICK'S FAMOUS ROAST BEEF","","139","","DODGE","ST","","","","BEVERLY","MA","01915","1830","9789229075","PU","","","","","nicksfamousroastbeef.com|NICKSFAMOUSROASTBEEF.COM","","","","","2","","","","","","","","1975","040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WE'RE THE ONLY ONE","","2510184391672","I","195251","195400","194100","","","","58120000","58124239","58124238","","","","7221100000","7222110000","7221103439","7221103438","","","16000000","16162600","16162700","","","","","20130716","","","","14460","520000","","","","","","","","","B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","NICK","MARKOS","OWNER","M","V","390","C019","C","","","B",""
"N0000M4VUT","E0000M4VUT","533069","201509","","KIDS' HEALTH","","900","","CUMMINGS","CTR","","STE","113T","BEVERLY","MA","01915","6183","9787773877","P","","","Y","","KIDSHEALTHLLC.COM","","","","","3","","","","","","","","2006","009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172970ATTR:PEDIATRICS|PHYSICIANS & SURGEONS","","2510155070924","I","270709","172970","270711","267676","267575","","80113600","80113601","80313601","","","","6211113500","6211118201","6211113501","","","","18030766","18030701","","","","","","20130623","","","","14460","654000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","N","","OLIVIA","MA","MANAGER","F","V","600","C046","A","B","B","B","B"
"N0000MA1AS","E0000MA1AS","703548","201509","","GAMESTOP","","43","","DODGE","ST","","","","BEVERLY","MA","01915","1705","9782320116","P","","","","","GAMESTOPCORP.COM","","","","","3","","MV","","","","","","2015","000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510151279606","S","246740","","","","","","57350108","","","","","","4512200106","","","","","","25182900","","","","","","","20130716","","","02509","14460","1800000","","","","","","","","","B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","MIKE","PAREMO","MANAGER","M","V","434","C009","C","","C","C","B"
"N0000MCUAR","E0000MCUAR","533069","201509","","GOURDEAU JULES A INC","","94","","CORNING","ST","","","","BEVERLY","MA","01915","3837","9789220102","P","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510015660832","I","139380","041650","","","","","52110100","52110000","","","","","4441902300","4441900000","","","","","19173900","25220000","13027200","25400000","","","","20130716","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","940","C007","","","","",""
"N0000MHJWP","E0000MHJWP","","201509","","CYBIO","","500","W","CUMMINGS","PARK","","STE","1800","WOBURN","MA","01801","6506","7819950567","P","","","","","CYBIO-AG.COM","","78137698998778795624","PK","","","","","","","","","","1998","017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510179355050","","","","","","","","","","","","","","","","","","","","","","","","","","","20130716","","","","14460","113000","","","","","","","","","A","8778795624","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","ROALDSET","STEIN","ACCOUNT MANAGER","U","T","508","C036","C","","","E",""
"N0000MJLLH","E0000MJLLH","533891","201509","","CHOWDAHEADZ","","35","","INDUSTRIAL","PKWY","","STE","B","WOBURN","MA","01801","1914","7814910441","P","","","","","CHOWDAHEADZ.COM","","78128176987814910707","PP","","3","","","","","","","","2012","003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510141704767","I","220070","","","","","","56990300","","","","","","4481500900","4481900400","","","","","25184100","","","","","","","20130716","","","","14460","","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","RYAN","GORMADY","CEO","M","V","744","C022","B","","","B",""
"N0000MKLYN","E0000MKLYN","533069","201509","","FORTUNATO REALTORS","","39","","WOODBURY","ST","","","","BEVERLY","MA","01915","4756","9789223611","P","","","Y","","","","9789226759","L","","3","","","","","","","","1992","023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510015663771","I","189650","124270","","","","","65190300","65310000","63990300","","","","5311900400","5312100000","5241280500","","","","24000000","15040000","","","","","9789226759","20130623","","","","14460","402000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B","N","","ANN","FORTUNATO","MANAGER","F","V","390","C008","A","","B","A","A"
"N0000MKSCV","E0000MKSCV","701609","201509","","YMCA","","100","","SYLVAN","RD","","STE","G300","WOBURN","MA","01801","1861","7819389622","P","","","","","YMCABOSTON.ORG","","7815030262","L","","3","","MV","","","","","","2012","003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510185684404","S","257460","051451","","","","","83220214","83510000","","","","","6241100107","6244100000","","","","","12050209","22090100","","","","","7815030262","20130716","","","02609","14460","1441000","","","","","","","","","B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","N","","CLAIRE","MCNALLAY","EXECUTIVE DIRECTOR","F","V","707","C037","A","","C","C","C"
"N0000MLHKH","E0000MLHKH","033758","201509","","AIMEE BUNIN LICSW","","100","","CUMMINGS","CTR","","STE","307L","BEVERLY","MA","01915","6107","9789223301","P","","","Y","","","","","","","","","","","","","","","1999","016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510164357310","I","217320","","","","","","83221000","","","","","","6241900700","","","","","","12052000","","","","","","","20130623","","","","14460","69000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","AIMEE","BUNIN","LICSW","F","V","929","C047","A","","","A",""
"N0000MMXHH","E0000MMXHH","533891","201509","","APHIOS CORPORATION","","3","","GILL","ST","","","","WOBURN","MA","01801","1720","7819326933","P","","","","","APHIOS.COM","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510117057390","I","034320","701989","","","","","59994502","59990000","","","","","4431121402","4539980000","","","","","11230403","25000000","","","","","","20130716","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","DAWN","AMES","ASSISTANT","F","V","037","C064","C","","","E",""
"N0000MP1LM","E0000MP1LM","533069","201509","","GRONDIN FUNERAL HOME","","376","","CABOT","ST","","","","BEVERLY","MA","01915","3304","9789220300","P","","","Y","","GRONDINFUNERALSERVICES.COM","","","","","3","","","","","","","","1989","026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510015660526","S","099380","","","","","","72610000","","","","","","8122100400","","","","","","11133300","","","","","","","20130623","","","","14460","316000","","","","","","","","","H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","KEVIN","GRONDIN","OWNER","M","V","761","C028","A","","","A",""
"N0000MQT2O","E0000MQT2O","","201509","","CENTRAL DENTAL LABORATORIES","","576","","MAIN","ST","","STE","6","WOBURN","MA","01801","2997","7819381948","P","","","Y","","CENTRALDENTALLAB.COM","","","","","","","","","","","","","2010","005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510194846356","S","130510","","","","","","80720000","","","","","","3391160000","","","","","","18051325","","","","","","","20130716","","","","14460","283000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B","N","","PAUL","KHALIFE","OWNER","M","T","067","C061","A","","A","A","A"
"N0000MSWH8","E0000MSWH8","533069","201509","","KAME RESTAURANT INC","","250","","CABOT","ST","","","","BEVERLY","MA","01915","4523","9789229333","P","","","Y","","kamerestaurant.com|KAMERESTAURANT.COM","","9789220610","L","","3","","","","","","","","2000","015","","","FINE JAPANESE CUISINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195251ATTR:DELIVERY|BAR","","2510082166494","I","195251","","","","","","58120000","","","","","","7221100000","7222110000","","","","","16000000","","","","","","9789220610","20130716","","","","14460","1038000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","N","","LILY","SAENTAG","OWNER","F","V","505","C028","C","","A","C","B"
"N0000N1OB0","E0000N1OB0","533069","201509","","SALEM LAUNDRY CO","","304","","CABOT","ST","","","","BEVERLY","MA","01915","3336","9789221457","P","","","","","","","","","","3","","","","","","","","1999","016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510069517809","I","133210","133200","","","","","72150102","72110100","","","","","8123100102","8123200100","","","","","22050503","22050200","","","","","","20130716","","","","14460","141000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B","N","","JEFFERSON","HOOPER","EXECUTIVE","M","V","045","C028","A","","A","A","B"
"N0000N47HD","E0000N47HD","533891","201509","","SHOP-AID INC","","50","","HOLTON","ST","","","","WOBURN","MA","01801","5299","7819333000","P","","","","","","","78193239317819333002","LP","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","222140ATTR:SHEET METAL|ALUMINUM|STAINLESS STEEL","","2510016337660","I","222140","","","","","","50510227","","","","","","4235100225","","","","","","19136300","","","","","","7819323931","20150930","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","KEN","PATRICK","MANAGER","M","V","500","C001","D","","","H",""
"N0000N52HZ","E0000N52HZ","533069","201509","","YMCA","","245","","CABOT","ST","","","","BEVERLY","MA","01915","4598","9789220990","PU","","","","","YMCA.NET|YMCACHGO.ORG","","9789229195","P","","3","","MV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","257460ATTR:CAMPS|COMMUNITY|YOUTH ORGANIZATIONS CENTERS & CLUBS","","2510015662068","S","257460","","","","","","83220214","","","","","","6241100107","","","","","","12050209","","","","","","","20130623","","","02609","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","SCOTT","TODARO","CTO","M","V","459","C028","I","","","H",""
